nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBeneficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPeriodeVersement;idRAE;notificationUE;secteur;catégorie;type
Toulouse Métropole;2,43E+13;;;ADIL 31 ASSOC;3,26E+13;Subvention de Fonctionnement;258555.0;aide en numéraire;échelonné;01/12/2023;;non;Juridique;Conseil juridique (logement);Association loi 1901
Toulouse Métropole;2,43E+13;;;ADOMA;7,88E+13;Subvention d'équipement;60000.0;aide en numéraire;unique;11/05/2023;;non;Immobilier;Hébergement social;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;AGFCCBM;8,23E+13;Subvention de Fonctionnement;5197.0;aide en numéraire;unique;09/11/2023;;non;Économie sociale et solidaire;Gestion financiere du conseil citoyen Bellefontaine-Mila;Association loi 1901
Toulouse Métropole;2,43E+13;;;AI2F;8,05E+13;Subvention d'équipement;5000.0;aide en numéraire;unique;15/12/2023;;non;Restauration;Pâtisserie;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;AJ CONSTRUCTION;3,49E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;15/12/2023;;non;Bâtiment et travaux publics (BTP);Construction;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ALISSAR;8,91E+13;Subvention de Fonctionnement;30000.0;aide en numéraire;unique;20/07/2023;;non;Solidarité internationale;Aide humanitaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;AMARIS ANCMRTM ASSOC;4,93E+13;Subvention de Fonctionnement;5500.0;aide en numéraire;unique;26/06/2023;;non;Services sociaux;Aide aux personnes âgées;Association loi 1901
Toulouse Métropole;2,43E+13;;;ESPOIR;3,15E+13;Subvention de Fonctionnement;25000.0;aide en numéraire;unique;21/09/2023;;non;Action sociale;Aide aux personnes en difficulté;Association loi 1901
Toulouse Métropole;2,43E+13;;;UNIS-CITE;3,98E+13;Subvention de Fonctionnement;38500.0;aide en numéraire;échelonné;15/12/2023;;non;Service civique;Engagement des jeunes;Association loi 1901
Toulouse Métropole;2,43E+13;;;ATTILA;4,50E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;18/08/2023;;non;Restauration;Restauration traditionnelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;AUTO SERVICES TOULOUSE;8,42E+13;Subvention d'équipement;3000.0;aide en numéraire;unique;24/10/2023;;non;Automobile;Garage ou centre de services automobiles;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;AVENIR NOUVELLE MAISON DES CHOMEURS;4,40E+13;Subvention de Fonctionnement;9500.0;aide en numéraire;unique;04/07/2023;;non;Emploi;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;BACHIBOUZOUK;8,11E+13;Subvention d'équipement;15000.0;aide en numéraire;unique;20/10/2023;;non;Culture;Musique;Association loi 1901
Toulouse Métropole;2,43E+13;;;BBDG;9,09E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;18/08/2023;;non;Juridique;Cabinet d'avocats;Entreprise privée
Toulouse Métropole;2,43E+13;;;BIO ARIEGE-GARONNE;3,82E+13;Subvention de Fonctionnement;37202.44;aide en numéraire;échelonné;04/12/2023;;non;Agriculture;Agriculture biologique;Association loi 1901
Toulouse Métropole;2,43E+13;;;BRASSERIE CAPORAL;8,25E+13;Subvention d'équipement;300.0;aide en numéraire;unique;07/12/2023;;non;Agroalimentaire;Brasserie artisanale;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CENTRE D'INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES DE LA H;3,13E+13;Subvention de Fonctionnement;45400.0;aide en numéraire;échelonné;01/09/2023;;non;Santé;Urgences médicales;Service public
Toulouse Métropole;2,43E+13;;;CENTRE REGIONAL OEUVRES UNIV SCOLAIRES;1,83E+13;Subvention d'équipement;630000.0;aide en numéraire;unique;02/08/2023;;non;Action sociale;Culture et loisirs étudiants;Établissement public
Toulouse Métropole;2,43E+13;;;CITOY'ENR;8,24E+13;Subvention de Fonctionnement;8300.0;aide en numéraire;unique;12/07/2023;;non;Énergie;énergies renouvelables;Société Coopérative d'Intérêt Collectif (SCIC)
Toulouse Métropole;2,43E+13;;;CLUB ENTRE SECURITE ROUTIERE TLSE GARONN;4,40E+13;Subvention de Fonctionnement;1000.0;aide en numéraire;unique;20/10/2023;;non;Sécurité;Prévention routière;Association loi 1901
Toulouse Métropole;2,43E+13;;;COMITE DES QUARTIERS NORD TOULOUSAIN;8,33E+13;Subvention de Fonctionnement;3645.0;aide en numéraire;unique;26/10/2023;;non;Développement local;Développement de quartier;Association loi 1901
Toulouse Métropole;2,43E+13;;;COMMUNE D AUCAMVILLE;2,13E+13;Subvention d'équipement;151615.0;aide en numéraire;unique;07/12/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE BLAGNAC;2,13E+13;Subvention de Fonctionnement;1395.0;aide en numéraire;unique;13/06/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE GRATENTOUR;2,13E+13;Subvention d'équipement;200000.0;aide en numéraire;échelonné;28/09/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE PIN BALMA;2,13E+13;Subvention d'équipement;44654.0;aide en numéraire;unique;26/09/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE SAINT JEAN;2,13E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;30/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE TOULOUSE;2,13E+13;Subvention d'équipement;12520.03;aide en numéraire;unique;16/03/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;CO PIL;9,22E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;04/05/2023;;non;Recherche;Ingénierie, études techniques;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;CORPUS FILMS;7,91E+13;Subvention d'équipement;7500.0;aide en numéraire;unique;14/12/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;CORREIA;4,78E+13;Subvention d'équipement;300.0;aide en numéraire;unique;20/07/2023;;non;Bâtiment et travaux publics (BTP);Entreprises de couverture;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CRIJ CENTRE REGIONAL INFORMATION JEUNESSE;3,27E+13;Subvention de Fonctionnement;1700.0;aide en numéraire;unique;18/07/2023;;non;Jeunesse;Information jeunesse;Association loi 1901
Toulouse Métropole;2,43E+13;;;DERBI;4,85E+13;Subvention de Fonctionnement;30000.0;aide en numéraire;échelonné;19/09/2023;;non;Énergie;énergies renouvelables;Association loi 1901
Toulouse Métropole;2,43E+13;;;DONNÉES INFORMATION RELAIS ENVIRONNEMENT;4,81E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;10/07/2023;;non;Environnement;Information environnementale;Association loi 1901
Toulouse Métropole;2,43E+13;;;ECOLE DE MANDOLINE DE TOULOUSE;8,04E+13;Subvention d'équipement;826.0;aide en numéraire;unique;07/06/2023;;non;Culture;Musique;Association loi 1901
Toulouse Métropole;2,43E+13;;;ECOLE REG DEUXIEME CHANCE MIDI PYRENEES;4,50E+13;Subvention de Fonctionnement;83000.0;aide en numéraire;unique;23/08/2023;;non;Éducation;Réinsertion sociale et professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;ECOMODE;9,08E+13;Subvention de Fonctionnement;154941.88;aide en numéraire;échelonné;21/07/2023;;non;Commerce de détail;Mode éthique;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;ELAN CONSEIL ET PATRIMOINE;8,27E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;05/07/2023;;non;Conseil;Conseil en gestion de patrimoine;Entreprise privée
Toulouse Métropole;2,43E+13;;;EUROPOLIA;5,29E+13;Subvention d'équipement;29880.0;aide en numéraire;échelonné;07/06/2023;;non;Bâtiment et travaux publics (BTP);Développement urbain;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;EXEDRA MIDI-PYRENEES;5,41E+13;Subvention d'équipement;374.33;aide en numéraire;unique;20/04/2023;;non;Bâtiment et travaux publics (BTP);construction de routes et autoroutes;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;FESTIVAL LIVRE JEUNESSE OCCITANIE;4,44E+13;Subvention de Fonctionnement;46100.0;aide en numéraire;échelonné;21/12/2023;;non;Culture;Littérature jeunesse;Association loi 1901
Toulouse Métropole;2,43E+13;;;FILM RECHERCHE DEVELOPPEMENT DURABLE;7,52E+13;Subvention de Fonctionnement;12500.0;aide en numéraire;échelonné;12/07/2023;;non;Cinéma;Production audiovisuelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;FORUM REFUGIES COSI;3,27E+13;Subvention de Fonctionnement;30000.0;aide en numéraire;unique;28/11/2023;;non;Action sociale;Aide aux réfugiés;Association loi 1901
Toulouse Métropole;2,43E+13;;;G-LOC;9,10E+13;Subvention d'équipement;9000.0;aide en numéraire;unique;16/10/2023;;non;Automobile;Location automobile;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;GRAND CLUSTER NUMERIQUE D OCCITANIE;8,34E+13;Subvention de Fonctionnement;70000.0;aide en numéraire;échelonné;12/12/2023;;non;Numérique;Innovation numérique;Association loi 1901
Toulouse Métropole;2,43E+13;;;GYNEFERTI SUD;880386354;Subvention d'équipement;1000.0;aide en numéraire;unique;08/06/2023;;non;Santé;Gynécologie et fertilité;Clinique privée
Toulouse Métropole;2,43E+13;;;HABITAT TOULOUSE;4,00E+13;Subvention d'équipement;1056930.0;aide en numéraire;échelonné;28/11/2023;;non;Immobilier;Location de logements;Établissement public
Toulouse Métropole;2,43E+13;;;HANDY-SITTER DECIDONS ENSEMBLE D'UN AVENIR MEILLEUR;9,10E+13;Subvention d'équipement;2860.0;aide en numéraire;unique;15/12/2023;;non;Action sociale;Accueil ou accompagnement sans hébergement d’enfants handicapés;Association loi 1901
Toulouse Métropole;2,43E+13;;;ID&D;7,51E+13;Subvention d'équipement;300.0;aide en numéraire;unique;18/07/2023;;non;Conseil;Diagnostic RSE;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;INSTITUT EUROP NORMES TELECOMMUNICATION;3,49E+13;Subvention de Fonctionnement;45000.0;aide en numéraire;unique;14/12/2023;;non;Télécommunications;Normalisation;Association loi 1901
Toulouse Métropole;2,43E+13;;;INTER EM;3,45E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;14/12/2023;;non;Emploi;Insertion sociale;Association loi 1901
Toulouse Métropole;2,43E+13;;;JARA METALLIER;3,29E+13;Subvention d'équipement;6000.0;aide en numéraire;unique;04/12/2023;;non;Artisanat;Travaux de menuiserie métallique et serrurerie;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;JOB IN REAL LIFE;7,54E+13;Subvention de Fonctionnement;22000.0;aide en numéraire;échelonné;07/07/2023;;non;Emploi;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA BOITE A UTILES;9,02E+13;Subvention de Fonctionnement;637.0;aide en numéraire;échelonné;14/12/2023;;non;Commerce de détail;Reconditionné;Association loi 1901
Toulouse Métropole;2,43E+13;;;LA FURIE DE LA LUNE;5,12E+13;Subvention d'équipement;15000.0;aide en numéraire;unique;15/12/2023;;non;Culture;Spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;LE CARRE MARTY PIERRE;5,03E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;19/04/2023;;non;Commerce de détail;Vente à distance sur catalogue spécialisé;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LE COLLECTIF VIDEOPHAGES;4,49E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;06/11/2023;;non;Culture;Créativité et innovation;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES CHEMINS BUISSONNIERS ASSOC;4,30E+13;Subvention de Fonctionnement;7000.0;aide en numéraire;unique;06/11/2023;;non;Tourisme;Randonnée;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES IMAGINATIONS FERTILES;5,34E+13;Subvention de Fonctionnement;51000.0;aide en numéraire;échelonné;14/12/2023;;non;Culture;Créativité et innovation;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LES IMAGINATIONS FERTILES;5,34E+13;Subvention d'équipement;10000.0;aide en numéraire;unique;18/09/2023;;non;Culture;Créativité et innovation;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LES PETITS DEBROUILLARDS OCCITANIE;4,12E+13;Subvention de Fonctionnement;19000.0;aide en numéraire;échelonné;10/07/2023;;non;Jeunesse;Autres activités récréatives et de loisirs;Association loi 1901
Toulouse Métropole;2,43E+13;;;MAIN TENDUE 31;4,79E+13;Subvention d'équipement;1300.0;aide en numéraire;unique;20/06/2023;;non;Action sociale;Aide aux personnes en difficulté;Association loi 1901
Toulouse Métropole;2,43E+13;;;MARACUJA;3,26E+13;Subvention d'équipement;300.0;aide en numéraire;unique;04/07/2023;;non;Immobilier;Logement temporaire;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;MARTIN CAMPS ET NOEL CHARRAS NOTAIRES ASSOCIES D'UNE SOCIETE CIVILE PR;3,42E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;30/08/2023;;non;Juridique;Notaria;SCP de notaires
Toulouse Métropole;2,43E+13;;;MIDI HABITAT - ADMINISTRATION DE BIENS;5,29E+13;Subvention d'équipement;300.0;aide en numéraire;unique;06/04/2023;;non;Immobilier;Administration d’immeubles et autres biens immobiliers;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;MOTEUR S IL VOUS PLAIT PRODUCTION;4,83E+13;Subvention d'équipement;20000.0;aide en numéraire;unique;19/12/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;MV2C;5,31E+13;Subvention d'équipement;300.0;aide en numéraire;unique;06/12/2023;;non;Recherche;études techniques;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;NAVAILLES ARGENTAA;9,02E+13;Subvention d'équipement;300.0;aide en numéraire;unique;26/01/2023;;non;Santé;kinésithérapie;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;NOVARE;9,15E+13;Subvention d'équipement;300.0;aide en numéraire;unique;28/06/2023;;non;Conseil;Conseil en stratégie et organisation;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;OCCITANIE EUROPE;4,40E+13;Subvention de Fonctionnement;32100.0;aide en numéraire;unique;17/03/2023;;non;Politique;Représentation régionale;Association loi 1901
Toulouse Métropole;2,43E+13;;;OCTOPUS;3,54E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;04/07/2023;;non;Culture;Activités de soutien au spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;OPPIDEA;5,29E+13;Subvention de Fonctionnement;13796.0;aide en numéraire;échelonné;09/11/2023;;non;Aménagement du territoire;Urbanisme;Société d'économie mixte (SEM)
Toulouse Métropole;2,43E+13;;;PARCOURS LE MONDE SUD OUEST ASSOC;8,18E+13;Subvention de Fonctionnement;2000.0;aide en numéraire;unique;18/07/2023;;non;Tourisme;Voyage et découverte;Association loi 1901
Toulouse Métropole;2,43E+13;;;PAR HAZ'ART;4,41E+13;Subvention de Fonctionnement;6000.0;aide en numéraire;échelonné;04/12/2023;;non;Culture;Arts de la rue;Association loi 1901
Toulouse Métropole;2,43E+13;;;PARTAGEONS LES JARDINS;5,40E+13;Subvention de Fonctionnement;15816.4;aide en numéraire;échelonné;12/09/2023;;non;Environnement;Jardins partagés;Association loi 1901
Toulouse Métropole;2,43E+13;;;PUJOL;5,09E+13;Subvention d'équipement;300.0;aide en numéraire;unique;20/07/2023;;non;Santé;medecin generaliste;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;RECUP OCCITANIE;8,78E+13;Subvention d'équipement;1300.0;aide en numéraire;unique;29/11/2023;;non;Environnement;Recyclage;Association loi 1901
Toulouse Métropole;2,43E+13;;;RESEAU NATIONAL DES ESPACES TEST AGRICOLES;7,53E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;12/10/2023;;non;Agriculture;Accompagnement à l'installation agricole;Association loi 1901
Toulouse Métropole;2,43E+13;;;RESOLANCE;4,49E+13;Subvention d'équipement;300.0;aide en numéraire;unique;23/11/2023;;non;Conseil;Conseil;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;RESTAURANT DU COEUR LES RELAIS DU COEUR ASSOC;3,82E+13;Subvention de Fonctionnement;10500.0;aide en numéraire;unique;21/08/2023;;non;Action sociale;Aide aux personnes démunies;Association loi 1901
Toulouse Métropole;2,43E+13;;;SASU BELATACHE;9,04E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;16/10/2023;;non;Transport;Transport de personnes;Société par Actions Simplifiée Unipersonnelle (SASU)
Toulouse Métropole;2,43E+13;;;SEQUENCE ASSOC;3,93E+13;Subvention de Fonctionnement;1000.0;aide en numéraire;unique;12/12/2023;;non;Cinéma;Production audiovisuelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;SFR FIBRE SAS;4,00E+13;Subvention d'équipement;9218.67;aide en numéraire;unique;20/02/2023;;non;Télécommunications;Fournisseur d'accès internet;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;SOCIETE ANONYME D'HABITATIONS A LOYER MODERE DES CHALETS;6,61E+13;Subvention d'équipement;2692103.0;aide en numéraire;échelonné;31/12/2023;;non;Immobilier;Location de logements;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;SOPRA STERIA GROUP SA;3,27E+13;Subvention de Fonctionnement;787004.0;aide en numéraire;échelonné;25/10/2023;;non;Numérique;Services informatiques;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;START VTC TOULOUSE;9,14E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;04/08/2023;;non;Transport;Transport de personnes;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;SYNDICAT AUTONOME DES TERRITORIAUX TOULOUSE METROPOLE ET CCAS;9,24E+13;Subvention de Fonctionnement;368.5;aide en numéraire;unique;07/12/2023;;non;Administration publique;Syndicat;Syndicat
Toulouse Métropole;2,43E+13;;;SYNDICAT LOCAL DEPARTEMENTAL DE LA FSU TERRITORIALE DU 31;9,00E+13;Subvention de Fonctionnement;741.0;aide en numéraire;unique;07/12/2023;;non;Action sociale;Syndicat;Syndicat
Toulouse Métropole;2,43E+13;;;SYNDICAT MIXTE LES ABATTOIRS;2,53E+13;Subvention de Fonctionnement;55000.0;aide en numéraire;unique;16/10/2023;;non;Administration publique;Gestion d'abattoirs;Syndicat
Toulouse Métropole;2,43E+13;;;TACTIKOLLECTIF;4,20E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;13/12/2023;;non;Culture;Arts de la rue;Association loi 1901
Toulouse Métropole;2,43E+13;;;TAILLANDIER;8,22E+13;Subvention d'équipement;300.0;aide en numéraire;unique;18/07/2023;;non;Bâtiment et travaux publics (BTP);Architecture;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;TERRITOIRES LOGEMENT ET ANALYSES SOCIALES ASSOC;5,32E+13;Subvention de Fonctionnement;20400.0;aide en numéraire;unique;07/11/2023;;non;Aménagement du territoire;Aménagement du territoire;Organisme de recherche
Toulouse Métropole;2,43E+13;;;THIMPL STRATEGY;5,28E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;21/11/2023;;non;Conseil;Conseil pour les affaires et autres conseils de gestion;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;TIME VTC;9,03E+13;Subvention d'équipement;4000.0;aide en numéraire;unique;21/11/2023;;non;Transport;Transport de personnes;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;TOULOUSE EN TRANSITION;7,94E+13;Subvention de Fonctionnement;7375.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;Transition écologique;Association loi 1901
Toulouse Métropole;2,43E+13;;;TOULOUSE ESPACE COUTURE;9,01E+13;Subvention de Fonctionnement;12000.0;aide en numéraire;unique;04/07/2023;;non;Mode;Couture et retouches;Association loi 1901
Toulouse Métropole;2,43E+13;;;TOULOUSE LE MARATHON DU LIVRE;4,82E+13;Subvention de Fonctionnement;426000.0;aide en numéraire;échelonné;21/12/2023;;non;Culture;Littérature;Association loi 1901
Toulouse Métropole;2,43E+13;;;TOULOUSE POLARS DU SUD;5,10E+13;Subvention de Fonctionnement;49560.0;aide en numéraire;échelonné;24/11/2023;;non;Culture;Littérature;Association loi 1901
Toulouse Métropole;2,43E+13;;;TRANS MAS OCCITAN;8,15E+13;Subvention d'équipement;9000.0;aide en numéraire;échelonné;09/05/2023;;non;Transport;Transport en commun;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;TRIPODE PRODUCTIONS;8,29E+13;Subvention d'équipement;7500.0;aide en numéraire;unique;19/12/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;UNION REG SOCIETES COOPERATIVE DE PRODUCTION ASSOC;3,12E+13;Subvention de Fonctionnement;10000.0;aide en numéraire;unique;20/07/2023;;non;Entreprise;Fédération de coopératives;Association loi 1901
Toulouse Métropole;2,43E+13;;;UNIVERSITE TOULOUSE III - PAUL SABATIER;1,93E+13;Subvention de Fonctionnement;8400.0;aide en numéraire;échelonné;16/10/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;VALTEOS;7,95E+13;Subvention d'équipement;833.33;aide en numéraire;unique;28/11/2023;;non;Immobilier;Agence immobilière;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;VIRTU AILES;4,91E+13;Subvention de Fonctionnement;12000.0;aide en numéraire;échelonné;29/11/2023;;non;Culture;aéronautique;Association loi 1901
Toulouse Métropole;2,43E+13;;;VIVRE MIEUX;3,80E+13;Subvention de Fonctionnement;800.0;aide en numéraire;unique;27/11/2023;;non;Immobilier;Hébergement social pour adultes et familles en difficultés et autre hébergement social;Association loi 1901
Toulouse Métropole;2,43E+13;;;VSE VINS ET SERVICES;9,03E+13;Subvention d'équipement;300.0;aide en numéraire;unique;19/04/2023;;non;Conseil;Conseil pour les affaires et autres conseils de gestion;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;YANTRIS, GEOMETRES-EXPERTS ASSOCIES, PATRICK MAURY ET THOMAS CABANIS;3,53E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;11/07/2023;;non;Recherche;Activité des géomètres;Groupement d'intérêt économique (GIE)
Toulouse Métropole;2,43E+13;;;ACCESS PRO SARL;5,04E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;06/04/2023;;non;Bâtiment et travaux publics (BTP);Travaux de couverture par éléments;Entreprise unipersonnelle à responsabilité limitée (EURL)
Toulouse Métropole;2,43E+13;;;ADPILOT;8,93E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;12/12/2023;;non;Médias;Services;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;AEROTHEQUE GRAND TOULOUSE;4,28E+13;Subvention de Fonctionnement;15500.0;aide en numéraire;échelonné;28/11/2023;;non;Culture;Musée aéronautique;Association loi 1901
Toulouse Métropole;2,43E+13;;;AGENCE AIDE COOPERATION TECHNIQUE ET DEVELOPPEMENT;4,03E+13;Subvention de Fonctionnement;25000.0;aide en numéraire;échelonné;24/10/2023;;non;Conseil;Services;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;ALSATIS;4,80E+13;Subvention de Fonctionnement;173250.0;aide en numéraire;unique;17/02/2023;;non;Télécommunications;Télécommunications;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;APOSEO;8,12E+13;Subvention d'équipement;950.0;aide en numéraire;unique;18/12/2023;;non;Conseil;Services informatiques;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;DATA RING;8,33E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;15/12/2023;;non;Numérique;Données personnelles;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASSOCIATION DU MAY (FOYER DU MAY);7,77E+13;Subvention de Fonctionnement;3500.0;aide en numéraire;unique;28/11/2023;;non;Action sociale;Association sociale;Association loi 1901
Toulouse Métropole;2,43E+13;;;JEUNES HANDICAPES;7,76E+13;Subvention de Fonctionnement;30000.0;aide en numéraire;unique;28/11/2023;;non;Action sociale;Association sociale;Association loi 1901
Toulouse Métropole;2,43E+13;;;TERRE D'ENVOL;8,20E+13;Subvention de Fonctionnement;13658.4;aide en numéraire;échelonné;29/11/2023;;non;Agriculture;environnement;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS POUR LA PROMOTION DU CIRCUIT DE CANDIE;7,95E+13;Subvention de Fonctionnement;1620.0;aide en numéraire;unique;23/11/2023;;non;Sport;Cyclisme;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS REGIONALE PREVENTION....AUX EXCLUS;3,05E+13;Subvention de Fonctionnement;189541.52;aide en numéraire;échelonné;08/12/2023;;non;Action sociale;Association sociale;Association loi 1901
Toulouse Métropole;2,43E+13;;;ATELIER 3 L ARCHITECTES;5,31E+13;Subvention d'équipement;699.67;aide en numéraire;unique;16/08/2023;;non;Bâtiment et travaux publics (BTP);Architecture;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;AUAT AGENCE  URBANISME AGGLOMERATION TOULOUSAINE ASSOC;7,77E+13;Subvention de Fonctionnement;2414500.0;aide en numéraire;échelonné;24/11/2023;;non;Bâtiment et travaux publics (BTP);Urbanisme;Association loi 1901
Toulouse Métropole;2,43E+13;;;AUTOROUTES DU SUD DE LA FRANCE;5,72E+13;Subvention d'équipement;47047.94;aide en numéraire;unique;04/04/2023;;non;Bâtiment et travaux publics (BTP);Services auxiliaires des transports terrestres;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;AVANT LA NUIT;8,98E+13;Subvention d'équipement;33000.0;aide en numéraire;échelonné;22/05/2023;;non;Culture;Cinéma;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;A VELO SANS AGE;8,14E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;18/07/2023;;non;Action sociale;Association sociale;Association loi 1901
Toulouse Métropole;2,43E+13;;;BOCALENVERS;9,09E+13;Subvention d'équipement;300.0;aide en numéraire;unique;21/11/2023;;non;Environnement;Transformation et conservation de fruits;Association loi 1901 
Toulouse Métropole;2,43E+13;;;BRGM BUREAU DE RECHERCHES GEOLOGIQUES ET MINIERES;5,82E+13;Subvention de Fonctionnement;60000.0;aide en numéraire;unique;08/12/2023;;non;Recherche;gérer les ressources et les risques du sol et du sous-sol;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;CABINET DU PRINTEMPS;5,01E+13;Subvention d'équipement;300.0;aide en numéraire;unique;21/11/2023;;non;Juridique;Profession libérale;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;CABINET JEUSSET AVOCATS;8,32E+13;Subvention d'équipement;699.67;aide en numéraire;unique;27/10/2023;;non;Juridique;Profession libérale;Société d'exercice libéral à responsabilité limitée (SELARL)
